X,Y,Z,PointCount,field_5
1412686.870000000111759,4931681.990000000223517,39.119999999999997,"5000",
1412662.379999999888241,4931697.839999999850988,35.969999999999999,"5000",
1412689.179999999934807,4931679.230000000447035,38.990000000000002,"5000",
1412721.639999999897555,4931656.700000000186265,39.060000000000002,"5000",
1412719.270000000018626,4931656.610000000335276,38.859999999999999,"5000",
1412713.169999999925494,4931660.809999999590218,37.329999999999998,"5000",
1412688.449999999953434,4931676.679999999701977,39.060000000000002,"5000",
1412713.459999999962747,4931659.330000000074506,37.859999999999999,"5000",
1412715.000000000000000,4931658.250000000000000,37.820000000000000,"5000",
1412720.899999999906868,4931654.160000000149012,38.909999999999997,"5000",
1412716.060000000055879,4931655.809999999590218,38.439999999999998,"5000",
1412671.590000000083819,4931685.379999999888241,38.890000000000001,"5000",
1412684.800000000046566,4931676.200000000186265,39.439999999999998,"5000",
1412695.070000000065193,4931669.099999999627471,37.219999999999999,"5000",
1412696.439999999944121,4931668.150000000372529,36.759999999999998,"5000",
1412697.979999999981374,4931667.080000000074506,36.609999999999999,"5000",
1412709.939999999944121,4931657.030000000260770,37.810000000000002,"5000",
1412689.209999999962747,4931671.309999999590218,39.180000000000000,"5000",
1412669.760000000009313,4931684.700000000186265,39.100000000000001,"5000",
1412669.350000000093132,4931683.879999999888241,39.180000000000000,"5000",
1412687.030000000027940,4931671.620000000111759,39.280000000000001,"5000",
1412688.449999999953434,4931670.660000000149012,39.359999999999999,"5000",
1412698.689999999944121,4931663.549999999813735,36.960000000000001,"5000",
1412699.260000000009313,4931661.370000000111759,37.149999999999999,"5000",
1412664.139999999897555,4931684.450000000186265,39.000000000000000,"5000",
1412667.149999999906868,4931682.370000000111759,39.729999999999997,"5000",
1412703.620000000111759,4931655.379999999888241,38.140000000000001,"5000",
1412672.550000000046566,4931676.740000000223517,40.850000000000001,"5000",
1412667.989999999990687,4931679.860000000335276,40.250000000000000,"5000",
1412655.750000000000000,4931688.299999999813735,37.390000000000001,"5000",
1412656.050000000046566,4931687.040000000037253,37.670000000000002,"5000",
1412657.489999999990687,4931686.059999999590218,37.930000000000000,"5000",
1412704.850000000093132,4931653.269999999552965,38.460000000000001,"5000",
1412679.340000000083819,4931667.980000000447035,41.420000000000002,"5000",
1412682.250000000000000,4931665.959999999962747,41.039999999999999,"5000",
1412695.449999999953434,4931656.839999999850988,38.799999999999997,"5000",
1412695.929999999934807,4931654.780000000260770,38.859999999999999,"5000",
1412694.530000000027940,4931655.730000000447035,38.930000000000000,"5000",
1412693.010000000009313,4931656.799999999813735,39.219999999999999,"5000",
1412690.050000000046566,4931658.830000000074506,39.289999999999999,"5000",
1412681.310000000055879,4931664.839999999850988,41.189999999999998,"5000",
1412679.770000000018626,4931665.889999999664724,41.340000000000003,"5000",
1412678.219999999972060,4931666.950000000186265,41.399999999999999,"5000",
1412637.030000000027940,4931694.299999999813735,36.820000000000000,"5000",
1412661.060000000055879,4931677.690000000409782,40.229999999999997,"5000",
1412675.889999999897555,4931667.429999999701977,41.530000000000001,"5000",
1412692.020000000018626,4931656.290000000037253,39.250000000000000,"5000",
1412691.620000000111759,4931654.809999999590218,39.180000000000000,"5000",
1412663.669999999925494,4931672.940000000409782,41.729999999999997,"5000",
1412676.689999999944121,4931661.019999999552965,43.520000000000003,"5000",
1412685.370000000111759,4931655.030000000260770,41.219999999999999,"5000",
1412672.610000000102445,4931662.110000000335276,44.140000000000001,"5000",
1412666.649999999906868,4931666.190000000409782,43.200000000000003,"5000",
1412648.679999999934807,4931675.650000000372529,40.820000000000000,"5000",
1412644.530000000027940,4931677.519999999552965,40.430000000000000,"5000",
1412645.860000000102445,4931674.660000000149012,40.969999999999999,"5000",
1412661.429999999934807,4931658.179999999701977,45.229999999999997,"5000",
1412659.899999999906868,4931659.240000000223517,45.530000000000001,"5000",
1412656.949999999953434,4931661.259999999776483,45.390000000000001,"5000",
1412607.909999999916181,4931694.839999999850988,35.770000000000003,"5000",
1412606.500000000000000,4931695.820000000298023,35.840000000000003,"5000",
1412658.760000000009313,4931658.969999999739230,45.430000000000000,"5000",
1412660.300000000046566,4931657.889999999664724,45.509999999999998,"5000",
1412655.820000000065193,4931659.160000000149012,45.409999999999997,"5000",
1412657.169999999925494,4931657.200000000186265,45.460000000000001,"5000",
1412658.719999999972060,4931656.139999999664724,45.409999999999997,"5000",
1412657.500000000000000,4931655.160000000149012,45.549999999999997,"5000",
1412656.110000000102445,4931656.120000000111759,45.530000000000001,"5000",
1412613.419999999925494,4931684.419999999925494,38.299999999999997,"5000",
1412649.560000000055879,4931659.549999999813735,45.549999999999997,"5000",
1412654.050000000046566,4931656.459999999962747,45.609999999999999,"5000",
1412606.179999999934807,4931687.320000000298023,38.359999999999999,"5000",
1412604.189999999944121,4931687.830000000074506,38.259999999999998,"5000",
1412607.340000000083819,4931685.660000000149012,38.280000000000001,"5000",
1412610.370000000111759,4931683.580000000074506,38.570000000000000,"5000",
1412616.520000000018626,4931679.349999999627471,40.090000000000003,"5000",
1412646.510000000009313,4931658.690000000409782,45.640000000000001,"5000",
1412646.439999999944121,4931656.910000000149012,45.659999999999997,"5000",
1412643.459999999962747,4931658.940000000409782,45.450000000000003,"5000",
1412603.570000000065193,4931686.209999999962747,38.390000000000001,"5000",
1412601.260000000009313,4931686.980000000447035,38.240000000000002,"5000",
1412639.300000000046566,4931658.959999999962747,45.490000000000002,"5000",
1412619.409999999916181,4931672.549999999813735,41.500000000000000,"5000",
1412600.919999999925494,4931685.209999999962747,38.159999999999997,"5000",
1412587.449999999953434,4931693.610000000335276,36.469999999999999,"5000",
1412591.889999999897555,4931690.549999999813735,36.409999999999997,"5000",
1412596.489999999990687,4931687.379999999888241,37.789999999999999,"5000",
1412597.919999999925494,4931686.410000000149012,37.820000000000000,"5000",
1412619.280000000027940,4931671.719999999739230,41.609999999999999,"5000",
1412620.889999999897555,4931670.610000000335276,42.030000000000001,"5000",
1412637.399999999906868,4931659.259999999776483,45.289999999999999,"5000",
1412595.260000000009313,4931686.230000000447035,37.680000000000000,"5000",
1412596.479999999981374,4931684.580000000074506,37.920000000000002,"5000",
1412598.090000000083819,4931683.469999999739230,38.170000000000002,"5000",
1412586.500000000000000,4931689.459999999962747,36.590000000000003,"5000",
1412631.370000000111759,4931657.830000000074506,45.280000000000001,"5000",
1412631.610000000102445,4931655.860000000335276,45.810000000000002,"5000",
1412595.050000000046566,4931680.030000000260770,39.240000000000002,"5000",
1412601.080000000074506,4931675.889999999664724,40.799999999999997,"5000",
1412602.520000000018626,4931674.910000000149012,40.969999999999999,"5000",
1412625.300000000046566,4931659.240000000223517,44.909999999999997,"5000",
1412638.729999999981374,4931650.000000000000000,47.500000000000000,"5000",
1412627.669999999925494,4931655.849999999627471,45.930000000000000,"5000",
1412612.199999999953434,4931666.429999999701977,42.840000000000003,"5000",
1412603.040000000037253,4931672.679999999701977,41.090000000000003,"5000",
1412600.020000000018626,4931674.740000000223517,40.810000000000002,"5000",
1412616.139999999897555,4931662.849999999627471,43.030000000000001,"5000",
1412626.860000000102445,4931655.469999999739230,45.930000000000000,"5000",
1412565.840000000083819,4931694.679999999701977,34.520000000000003,"5000",
1412607.100000000093132,4931666.339999999850988,42.570000000000000,"5000",
1412608.689999999944121,4931665.240000000223517,42.820000000000000,"5000",
1412610.090000000083819,4931664.299999999813735,42.630000000000003,"5000",
1412618.000000000000000,4931657.070000000298023,45.229999999999997,"5000",
1412605.449999999953434,4931665.639999999664724,42.049999999999997,"5000",
1412596.649999999906868,4931670.820000000298023,41.009999999999998,"5000",
1412605.739999999990687,4931664.589999999850988,42.130000000000003,"5000",
1412607.179999999934807,4931663.589999999850988,42.479999999999997,"5000",
1412610.199999999953434,4931661.540000000037253,42.750000000000000,"5000",
1412607.850000000093132,4931661.299999999813735,42.430000000000000,"5000",
1412606.250000000000000,4931662.389999999664724,42.210000000000001,"5000",
1412595.580000000074506,4931669.679999999701977,41.060000000000002,"5000",
1412572.189999999944121,4931685.650000000372529,36.799999999999997,"5000",
1412593.780000000027940,4931670.080000000074506,40.979999999999997,"5000",
1412608.899999999906868,4931659.700000000186265,42.710000000000001,"5000",
1412606.889999999897555,4931659.250000000000000,42.350000000000001,"5000",
1412605.320000000065193,4931660.320000000298023,42.340000000000003,"5000",
1412600.889999999897555,4931663.349999999627471,42.109999999999999,"5000",
1412566.800000000046566,4931686.639999999664724,36.939999999999998,"5000",
1412568.100000000093132,4931685.030000000260770,36.750000000000000,"5000",
1412571.110000000102445,4931682.969999999739230,36.640000000000001,"5000",
1412597.120000000111759,4931665.099999999627471,42.030000000000001,"5000",
1412606.110000000102445,4931658.910000000149012,42.439999999999998,"5000",
1412598.479999999981374,4931662.320000000298023,42.049999999999997,"5000",
1412568.979999999981374,4931682.469999999739230,36.899999999999999,"5000",
1412566.120000000111759,4931684.429999999701977,36.950000000000003,"5000",
1412565.209999999962747,4931684.360000000335276,36.969999999999999,"5000",
1412597.350000000093132,4931662.280000000260770,41.869999999999997,"5000",
1412600.360000000102445,4931660.200000000186265,42.170000000000002,"5000",
1412603.199999999953434,4931658.250000000000000,42.289999999999999,"5000",
1412614.129999999888241,4931650.750000000000000,46.710000000000001,"5000",
1412600.959999999962747,4931657.980000000447035,42.090000000000003,"5000",
1412585.580000000074506,4931668.480000000447035,41.299999999999997,"5000",
1412565.280000000027940,4931682.349999999627471,36.820000000000000,"5000",
1412584.110000000102445,4931668.740000000223517,40.689999999999998,"5000",
1412587.020000000018626,4931666.719999999739230,41.310000000000002,"5000",
1412591.679999999934807,4931663.540000000037253,41.979999999999997,"5000",
1412596.080000000074506,4931660.509999999776483,42.039999999999999,"5000",
1412610.010000000009313,4931650.940000000409782,46.340000000000003,"5000",
1412595.649999999906868,4931658.980000000447035,42.130000000000003,"5000",
1412577.239999999990687,4931671.549999999813735,40.130000000000003,"5000",
1412575.610000000102445,4931672.660000000149012,39.880000000000003,"5000",
1412574.120000000111759,4931673.679999999701977,39.380000000000003,"5000",
1412572.489999999990687,4931674.790000000037253,39.079999999999998,"5000",
1412596.560000000055879,4931655.629999999888241,42.250000000000000,"5000",
1412587.540000000037253,4931661.769999999552965,41.939999999999998,"5000",
1412592.520000000018626,4931657.599999999627471,42.030000000000001,"5000",
1412601.129999999888241,4931649.910000000149012,46.130000000000003,"5000",
1412580.979999999981374,4931663.679999999701977,41.829999999999998,"5000",
1412589.620000000111759,4931655.150000000372529,42.100000000000001,"5000",
1412577.000000000000000,4931658.299999999813735,42.829999999999998,"5000",
1412575.550000000046566,4931659.299999999813735,42.549999999999997,"5000",
1412570.830000000074506,4931662.509999999776483,41.649999999999999,"5000",
1412567.750000000000000,4931664.620000000111759,41.079999999999998,"5000",
1412571.199999999953434,4931661.530000000260770,41.829999999999998,"5000",
1412584.560000000055879,4931650.400000000372529,45.350000000000001,"5000",
1412579.550000000046566,4931653.040000000037253,44.240000000000002,"5000",
1412681.760000000009313,4931650.059999999590218,42.719999999999999,"5000",
1412567.050000000046566,4931694.940000000409782,34.450000000000003,"5000",
1412568.159999999916181,4931696.950000000186265,34.180000000000000,"5000",
1412569.409999999916181,4931694.959999999962747,34.450000000000003,"5000",
1412568.439999999944121,4931693.209999999962747,34.969999999999999,"5000",
1412566.300000000046566,4931689.360000000335276,36.329999999999998,"5000",
1412565.100000000093132,4931685.990000000223517,36.680000000000000,"5000",
1412566.120000000111759,4931687.809999999590218,36.590000000000003,"5000",
1412570.139999999897555,4931695.019999999552965,34.490000000000002,"5000",
1412570.709999999962747,4931691.940000000409782,35.939999999999998,"5000",
1412568.629999999888241,4931688.179999999701977,36.659999999999997,"5000",
1412566.500000000000000,4931684.290000000037253,36.789999999999999,"5000",
1412570.100000000093132,4931689.610000000335276,36.350000000000001,"5000",
1412573.120000000111759,4931695.019999999552965,34.539999999999999,"5000",
1412576.169999999925494,4931696.419999999925494,34.469999999999999,"5000",
1412574.149999999906868,4931692.809999999590218,36.020000000000003,"5000",
1412571.949999999953434,4931688.830000000074506,36.750000000000000,"5000",
1412571.040000000037253,4931687.179999999701977,36.659999999999997,"5000",
1412567.750000000000000,4931680.000000000000000,36.460000000000001,"5000",
1412573.100000000093132,4931689.669999999925494,36.520000000000003,"5000",
1412576.050000000046566,4931694.919999999925494,35.079999999999998,"5000",
1412579.530000000027940,4931697.089999999850988,34.469999999999999,"5000",
1412577.520000000018626,4931693.519999999552965,36.250000000000000,"5000",
1412576.399999999906868,4931691.490000000223517,36.369999999999997,"5000",
1412570.989999999990687,4931681.660000000149012,36.570000000000000,"5000",
1412567.939999999944121,4931676.160000000149012,37.920000000000002,"5000",
1412566.830000000074506,4931674.150000000372529,38.240000000000002,"5000",
1412566.770000000018626,4931672.919999999925494,38.960000000000001,"5000",
1412570.820000000065193,4931680.200000000186265,37.219999999999999,"5000",
1412574.989999999990687,4931687.709999999962747,36.810000000000002,"5000",
1412576.100000000093132,4931689.679999999701977,36.479999999999997,"5000",
1412579.189999999944121,4931695.230000000447035,35.500000000000000,"5000",
1412580.139999999897555,4931696.900000000372529,34.509999999999998,"5000",
1412582.790000000037253,4931697.610000000335276,34.659999999999997,"5000",
1412580.760000000009313,4931693.990000000223517,36.140000000000001,"5000",
1412576.409999999916181,4931686.120000000111759,36.810000000000002,"5000",
1412574.350000000093132,4931682.370000000111759,36.509999999999998,"5000",
1412569.989999999990687,4931674.559999999590218,38.689999999999998,"5000",
1412568.040000000037253,4931671.030000000260770,39.600000000000001,"5000",
1412569.520000000018626,4931672.559999999590218,38.750000000000000,"5000",
1412570.649999999906868,4931674.599999999627471,38.649999999999999,"5000",
1412575.729999999981374,4931683.650000000372529,36.719999999999999,"5000",
1412577.879999999888241,4931687.540000000037253,36.600000000000001,"5000",
1412580.040000000037253,4931691.419999999925494,36.609999999999999,"5000",
1412586.050000000046566,4931698.190000000409782,34.789999999999999,"5000",
1412585.100000000093132,4931696.540000000037253,35.750000000000000,"5000",
1412583.010000000009313,4931692.750000000000000,36.310000000000002,"5000",
1412581.889999999897555,4931690.730000000447035,36.469999999999999,"5000",
1412580.770000000018626,4931688.709999999962747,36.640000000000001,"5000",
1412578.610000000102445,4931684.809999999590218,36.630000000000003,"5000",
1412565.830000000074506,4931661.839999999850988,41.119999999999997,"5000",
1412565.229999999981374,4931659.719999999739230,41.479999999999997,"5000",
1412566.340000000083819,4931661.719999999739230,41.180000000000000,"5000",
1412578.590000000083819,4931683.580000000074506,36.450000000000003,"5000",
1412583.929999999934807,4931693.190000000409782,36.390000000000001,"5000",
1412588.360000000102445,4931697.230000000447035,35.799999999999997,"5000",
1412586.250000000000000,4931693.419999999925494,36.310000000000002,"5000",
1412582.979999999981374,4931687.530000000260770,36.479999999999997,"5000",
1412573.370000000111759,4931670.280000000260770,39.670000000000002,"5000",
1412570.179999999934807,4931664.570000000298023,40.939999999999998,"5000",
1412567.129999999888241,4931658.049999999813735,41.899999999999999,"5000",
1412568.149999999906868,4931659.849999999627471,41.689999999999998,"5000",
1412569.260000000009313,4931661.839999999850988,41.350000000000001,"5000",
1412572.379999999888241,4931667.419999999925494,40.490000000000002,"5000",
1412582.540000000037253,4931685.500000000000000,36.509999999999998,"5000",
1412587.840000000083819,4931695.030000000260770,36.090000000000003,"5000",
1412591.570000000065193,4931697.790000000037253,35.869999999999997,"5000",
1412586.080000000074506,4931687.889999999664724,36.609999999999999,"5000",
1412575.580000000074506,4931669.080000000074506,40.049999999999997,"5000",
1412565.870000000111759,4931650.709999999962747,43.340000000000003,"5000",
1412570.010000000009313,4931658.089999999850988,42.200000000000003,"5000",
1412571.010000000009313,4931659.849999999627471,41.740000000000002,"5000",
1412585.419999999925494,4931685.480000000447035,36.609999999999999,"5000",
1412586.439999999944121,4931687.339999999850988,36.659999999999997,"5000",
1412590.750000000000000,4931695.030000000260770,36.329999999999998,"5000",
1412591.750000000000000,4931696.809999999590218,36.060000000000002,"5000",
1412593.729999999981374,4931696.559999999590218,36.060000000000002,"5000",
1412591.610000000102445,4931692.759999999776483,36.490000000000002,"5000",
1412590.580000000074506,4931690.900000000372529,36.359999999999999,"5000",
1412589.459999999962747,4931688.870000000111759,36.469999999999999,"5000",
1412583.090000000083819,4931677.509999999776483,39.180000000000000,"5000",
1412580.979999999981374,4931673.740000000223517,39.780000000000001,"5000",
1412571.409999999916181,4931656.610000000335276,42.549999999999997,"5000",
1412570.290000000037253,4931654.580000000074506,42.719999999999999,"5000",
1412574.909999999916181,4931661.870000000111759,41.600000000000001,"5000",
1412577.010000000009313,4931665.589999999850988,40.719999999999999,"5000",
1412581.159999999916181,4931673.000000000000000,39.799999999999997,"5000",
1412589.330000000074506,4931687.480000000447035,36.490000000000002,"5000",
1412590.360000000102445,4931689.330000000074506,36.479999999999997,"5000",
1412594.820000000065193,4931693.509999999776483,36.270000000000003,"5000",
1412591.629999999888241,4931687.759999999776483,36.100000000000001,"5000",
1412589.409999999916181,4931683.809999999590218,36.899999999999999,"5000",
1412586.320000000065193,4931678.339999999850988,39.280000000000001,"5000",
1412584.179999999934807,4931674.509999999776483,39.579999999999998,"5000",
1412583.179999999934807,4931672.709999999962747,39.850000000000001,"5000",
1412571.520000000018626,4931650.959999999962747,43.560000000000002,"5000",
1412574.659999999916181,4931656.519999999552965,42.640000000000001,"5000",
1412576.689999999944121,4931660.120000000111759,42.159999999999997,"5000",
1412577.780000000027940,4931662.049999999813735,41.549999999999997,"5000",
1412578.800000000046566,4931663.860000000335276,41.380000000000003,"5000",
1412583.939999999944121,4931673.009999999776483,39.990000000000002,"5000",
1412586.080000000074506,4931676.799999999813735,39.549999999999997,"5000",
1412590.189999999944121,4931684.059999999590218,36.890000000000001,"5000",
1412591.209999999962747,4931685.879999999888241,36.820000000000000,"5000",
1412596.520000000018626,4931695.349999999627471,36.149999999999999,"5000",
1412600.100000000093132,4931697.959999999962747,35.840000000000003,"5000",
1412597.959999999962747,4931694.120000000111759,36.070000000000000,"5000",
1412594.770000000018626,4931688.389999999664724,36.039999999999999,"5000",
1412579.889999999897555,4931661.889999999664724,41.920000000000002,"5000",
1412578.870000000111759,4931660.080000000074506,42.130000000000003,"5000",
1412577.770000000018626,4931658.120000000111759,42.600000000000001,"5000",
1412576.669999999925494,4931656.139999999664724,42.990000000000002,"5000",
1412572.439999999944121,4931648.620000000111759,44.369999999999997,"5000",
1412574.360000000102445,4931651.099999999627471,43.859999999999999,"5000",
1412576.469999999972060,4931654.860000000335276,43.100000000000001,"5000",
1412589.899999999906868,4931678.669999999925494,39.289999999999999,"5000",
1412596.040000000037253,4931689.500000000000000,36.170000000000002,"5000",
1412599.020000000018626,4931691.049999999813735,35.979999999999997,"5000",
1412576.159999999916181,4931649.519999999552965,44.909999999999997,"5000",
1412577.250000000000000,4931651.429999999701977,44.259999999999998,"5000",
1412580.340000000083819,4931656.879999999888241,42.829999999999998,"5000",
1412581.360000000102445,4931658.679999999701977,42.670000000000002,"5000",
1412584.469999999972060,4931664.179999999701977,41.479999999999997,"5000",
1412585.500000000000000,4931666.000000000000000,41.369999999999997,"5000",
1412592.780000000027940,4931678.879999999888241,39.320000000000000,"5000",
1412594.820000000065193,4931682.480000000447035,37.829999999999998,"5000",
1412595.719999999972060,4931684.070000000298023,37.670000000000002,"5000",
1412600.060000000055879,4931691.740000000223517,36.109999999999999,"5000",
1412601.090000000083819,4931693.549999999813735,36.100000000000001,"5000",
1412602.209999999962747,4931691.849999999627471,35.890000000000001,"5000",
1412597.020000000018626,4931682.629999999888241,37.939999999999998,"5000",
1412587.350000000093132,4931665.459999999962747,41.109999999999999,"5000",
1412580.070000000065193,4931651.690000000409782,44.359999999999999,"5000",
1412582.070000000065193,4931655.209999999962747,43.600000000000001,"5000",
1412598.939999999944121,4931681.440000000409782,38.280000000000001,"5000",
1412590.370000000111759,4931666.219999999739230,41.020000000000003,"5000",
1412589.260000000009313,4931664.259999999776483,41.399999999999999,"5000",
1412587.239999999990687,4931660.639999999664724,41.810000000000002,"5000",
1412582.689999999944121,4931651.719999999739230,44.549999999999997,"5000",
1412583.800000000046566,4931653.669999999925494,44.090000000000003,"5000",
1412586.850000000093132,4931659.000000000000000,42.130000000000003,"5000",
1412605.489999999990687,4931691.870000000111759,35.869999999999997,"5000",
1412606.629999999888241,4931693.870000000111759,35.680000000000000,"5000",
1412607.649999999906868,4931695.700000000186265,35.740000000000002,"5000",
1412608.669999999925494,4931697.490000000223517,35.509999999999998,"5000",
1412610.689999999944121,4931697.549999999813735,35.570000000000000,"5000",
1412603.250000000000000,4931684.389999999664724,38.210000000000001,"5000",
1412602.110000000102445,4931682.339999999850988,38.219999999999999,"5000",
1412593.669999999925494,4931667.370000000111759,41.039999999999999,"5000",
1412583.030000000027940,4931648.589999999850988,45.329999999999998,"5000",
1412587.500000000000000,4931655.469999999739230,42.299999999999997,"5000",
1412588.530000000027940,4931657.269999999552965,42.090000000000003,"5000",
1412592.760000000009313,4931664.780000000260770,41.840000000000003,"5000",
1412594.770000000018626,4931668.309999999590218,41.060000000000002,"5000",
1412599.040000000037253,4931675.839999999850988,39.939999999999998,"5000",
1412600.050000000046566,4931677.610000000335276,39.619999999999997,"5000",
1412611.510000000009313,4931697.799999999813735,35.539999999999999,"5000",
1412597.820000000065193,4931670.080000000074506,40.869999999999997,"5000",
1412594.600000000093132,4931664.389999999664724,42.030000000000001,"5000",
1412590.229999999981374,4931656.580000000074506,41.930000000000000,"5000",
1412589.090000000083819,4931654.549999999813735,42.020000000000003,"5000",
1412597.540000000037253,4931668.629999999888241,41.079999999999998,"5000",
1412599.699999999953434,4931672.440000000409782,40.780000000000001,"5000",
1412603.879999999888241,4931679.750000000000000,38.560000000000002,"5000",
1412604.899999999906868,4931681.580000000074506,38.500000000000000,"5000",
1412605.919999999925494,4931683.379999999888241,38.340000000000003,"5000",
1412611.090000000083819,4931692.400000000372529,35.439999999999998,"5000",
1412614.280000000027940,4931698.059999999590218,35.259999999999998,"5000",
1412611.649999999906868,4931689.980000000447035,36.829999999999998,"5000",
1412604.060000000055879,4931676.610000000335276,40.439999999999998,"5000",
1412600.860000000102445,4931670.950000000186265,40.670000000000002,"5000",
1412598.790000000037253,4931667.330000000074506,41.979999999999997,"5000",
1412596.629999999888241,4931663.469999999739230,42.079999999999998,"5000",
1412594.429999999934807,4931659.530000000260770,41.880000000000003,"5000",
1412590.820000000065193,4931652.179999999701977,42.240000000000002,"5000",
1412591.830000000074506,4931653.969999999739230,41.969999999999999,"5000",
1412602.459999999962747,4931672.750000000000000,40.930000000000000,"5000",
1412606.540000000037253,4931679.889999999664724,38.850000000000001,"5000",
1412610.810000000055879,4931687.400000000372529,37.710000000000001,"5000",
1412613.830000000074506,4931692.620000000111759,35.119999999999997,"5000",
1412618.939999999944121,4931698.169999999925494,35.180000000000000,"5000",
1412615.760000000009313,4931692.530000000260770,35.399999999999999,"5000",
1412609.379999999888241,4931681.339999999850988,38.810000000000002,"5000",
1412608.360000000102445,4931679.549999999813735,39.030000000000001,"5000",
1412607.250000000000000,4931677.589999999850988,39.439999999999998,"5000",
1412601.969999999972060,4931668.290000000037253,41.939999999999998,"5000",
1412597.600000000093132,4931660.519999999552965,41.890000000000001,"5000",
1412591.770000000018626,4931649.360000000335276,45.609999999999999,"5000",
